Kd_id,Kd_Cond,Kd_Age,Brand,Manufacture,Dosage in code,Ingredients,Caution,Side Effect,Contra Indication
444,22,17,oxoril straw syrup,meprofarm,17,Guaifenesin 1.65 mg dan Oxomemazine HCl 33.3 mg,"May impair ability to drive or operate machinery, Pregnant and lactating women","Drowsiness, constipation, mydriasis, cardiac palpitations, urinary retention, orthostatic hypotension, balance disturbances, vertigo, impaired concentration, motor incoordination, tremor, hallucinations, erythema, eczema, pruritus, purpura, urticaria, edema, angioneurotic edema, anaphylactic shock, photosensitization, leukopenia, neutropenia.",Please consult with your doctor
445,22,18,oxoril straw syrup,meprofarm,17,Guaifenesin 1.65 mg dan Oxomemazine HCl 33.3 mg,"May impair ability to drive or operate machinery, Pregnant and lactating women","Drowsiness, constipation, mydriasis, cardiac palpitations, urinary retention, orthostatic hypotension, balance disturbances, vertigo, impaired concentration, motor incoordination, tremor, hallucinations, erythema, eczema, pruritus, purpura, urticaria, edema, angioneurotic edema, anaphylactic shock, photosensitization, leukopenia, neutropenia.",Please consult with your doctor
446,22,19,oxoril straw syrup,meprofarm,17,Guaifenesin 1.65 mg dan Oxomemazine HCl 33.3 mg,"May impair ability to drive or operate machinery, Pregnant and lactating women","Drowsiness, constipation, mydriasis, cardiac palpitations, urinary retention, orthostatic hypotension, balance disturbances, vertigo, impaired concentration, motor incoordination, tremor, hallucinations, erythema, eczema, pruritus, purpura, urticaria, edema, angioneurotic edema, anaphylactic shock, photosensitization, leukopenia, neutropenia.",Please consult with your doctor
447,22,20,oxoril straw syrup,meprofarm,19,Guaifenesin 1.65 mg dan Oxomemazine HCl 33.3 mg,"May impair ability to drive or operate machinery, Pregnant and lactating women","Drowsiness, constipation, mydriasis, cardiac palpitations, urinary retention, orthostatic hypotension, balance disturbances, vertigo, impaired concentration, motor incoordination, tremor, hallucinations, erythema, eczema, pruritus, purpura, urticaria, edema, angioneurotic edema, anaphylactic shock, photosensitization, leukopenia, neutropenia.",Please consult with your doctor
448,22,21,oxoril straw syrup,meprofarm,19,Guaifenesin 1.65 mg dan Oxomemazine HCl 33.3 mg,"May impair ability to drive or operate machinery, Pregnant and lactating women","Drowsiness, constipation, mydriasis, cardiac palpitations, urinary retention, orthostatic hypotension, balance disturbances, vertigo, impaired concentration, motor incoordination, tremor, hallucinations, erythema, eczema, pruritus, purpura, urticaria, edema, angioneurotic edema, anaphylactic shock, photosensitization, leukopenia, neutropenia.",Please consult with your doctor
449,"2, 3, 8, 10, 11",11,silex syrup,Darya Varia Laboratoria,18,"extract thymi liquid 250 mg, extract primulae liquid 50 mg, extract althae liquid 175 mg, extract droserae 25 mg, extract serphylli 175 mg, ol eucalypti 0,5mg, ol anisi 1,25 mg, syrupus simplex 2,5g, excip c corrigen q s ad 5 ml","Store at temperatures below 30 C, protected from light",Unknown,hypersensitivity
450,"2, 3, 8, 10, 11",12,silex syrup,Darya Varia Laboratoria,18,"extract thymi liquid 250 mg, extract primulae liquid 50 mg, extract althae liquid 175 mg, extract droserae 25 mg, extract serphylli 175 mg, ol eucalypti 0,5mg, ol anisi 1,25 mg, syrupus simplex 2,5g, excip c corrigen q s ad 5 ml","Store at temperatures below 30 C, protected from light",Unknown,hypersensitivity
451,"2, 3, 8, 10, 11",13,silex syrup,Darya Varia Laboratoria,18,"extract thymi liquid 250 mg, extract primulae liquid 50 mg, extract althae liquid 175 mg, extract droserae 25 mg, extract serphylli 175 mg, ol eucalypti 0,5mg, ol anisi 1,25 mg, syrupus simplex 2,5g, excip c corrigen q s ad 5 ml","Store at temperatures below 30 C, protected from light",Unknown,hypersensitivity
452,"2, 3, 8, 10, 11",14,silex syrup,Darya Varia Laboratoria,18,"extract thymi liquid 250 mg, extract primulae liquid 50 mg, extract althae liquid 175 mg, extract droserae 25 mg, extract serphylli 175 mg, ol eucalypti 0,5mg, ol anisi 1,25 mg, syrupus simplex 2,5g, excip c corrigen q s ad 5 ml","Store at temperatures below 30 C, protected from light",Unknown,hypersensitivity
453,"2, 3, 8, 10, 11",15,silex syrup,Darya Varia Laboratoria,18,"extract thymi liquid 250 mg, extract primulae liquid 50 mg, extract althae liquid 175 mg, extract droserae 25 mg, extract serphylli 175 mg, ol eucalypti 0,5mg, ol anisi 1,25 mg, syrupus simplex 2,5g, excip c corrigen q s ad 5 ml","Store at temperatures below 30 C, protected from light",Unknown,hypersensitivity
454,"2, 3, 8, 10, 11",16,silex syrup,Darya Varia Laboratoria,18,"extract thymi liquid 250 mg, extract primulae liquid 50 mg, extract althae liquid 175 mg, extract droserae 25 mg, extract serphylli 175 mg, ol eucalypti 0,5mg, ol anisi 1,25 mg, syrupus simplex 2,5g, excip c corrigen q s ad 5 ml","Store at temperatures below 30 C, protected from light",Unknown,hypersensitivity
455,"2, 3, 8, 10, 11",17,silex syrup,Darya Varia Laboratoria,18,"extract thymi liquid 250 mg, extract primulae liquid 50 mg, extract althae liquid 175 mg, extract droserae 25 mg, extract serphylli 175 mg, ol eucalypti 0,5mg, ol anisi 1,25 mg, syrupus simplex 2,5g, excip c corrigen q s ad 5 ml","Store at temperatures below 30 C, protected from light",Unknown,hypersensitivity
456,"2, 3, 8, 10, 11",18,silex syrup,Darya Varia Laboratoria,18,"extract thymi liquid 250 mg, extract primulae liquid 50 mg, extract althae liquid 175 mg, extract droserae 25 mg, extract serphylli 175 mg, ol eucalypti 0,5mg, ol anisi 1,25 mg, syrupus simplex 2,5g, excip c corrigen q s ad 5 ml","Store at temperatures below 30 C, protected from light",Unknown,hypersensitivity
457,"2, 3, 8, 10, 11",19,silex syrup,Darya Varia Laboratoria,18,"extract thymi liquid 250 mg, extract primulae liquid 50 mg, extract althae liquid 175 mg, extract droserae 25 mg, extract serphylli 175 mg, ol eucalypti 0,5mg, ol anisi 1,25 mg, syrupus simplex 2,5g, excip c corrigen q s ad 5 ml","Store at temperatures below 30 C, protected from light",Unknown,hypersensitivity
458,"2, 3, 8, 10, 11",20,silex syrup,Darya Varia Laboratoria,18,"extract thymi liquid 250 mg, extract primulae liquid 50 mg, extract althae liquid 175 mg, extract droserae 25 mg, extract serphylli 175 mg, ol eucalypti 0,5mg, ol anisi 1,25 mg, syrupus simplex 2,5g, excip c corrigen q s ad 5 ml","Store at temperatures below 30 C, protected from light",Unknown,hypersensitivity
459,"2, 3, 8, 10, 11",21,silex syrup,Darya Varia Laboratoria,18,"extract thymi liquid 250 mg, extract primulae liquid 50 mg, extract althae liquid 175 mg, extract droserae 25 mg, extract serphylli 175 mg, ol eucalypti 0,5mg, ol anisi 1,25 mg, syrupus simplex 2,5g, excip c corrigen q s ad 5 ml","Store at temperatures below 30 C, protected from light",Unknown,hypersensitivity
460,"2, 5, 6, 10, 11",11,anakonidin obh syrup,konimex pharmaceutical laboratories,11,"Succus Liquiritae 100 mg, Paracetamol 120 mg, Ammonium Chloride 50 mg, Pseudoephedrine HCl 7.5 mg, Chlorpheniramine Maleate 1 mg","Use caution in patients with impaired liver and kidney function, hyperthyroidism and urinary retention","Drowsiness, digestive disturbances, psychomotor disturbances, tachycardia, arrhythmias, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","Patients with severe liver dysfunction, heart problems and diabetes mellitus. Patients who are hypersensitive to the components of this drug"
461,"2, 5, 6, 10, 11",12,anakonidin obh syrup,konimex pharmaceutical laboratories,11,"Succus Liquiritae 100 mg, Paracetamol 120 mg, Ammonium Chloride 50 mg, Pseudoephedrine HCl 7.5 mg, Chlorpheniramine Maleate 1 mg","Use caution in patients with impaired liver and kidney function, hyperthyroidism and urinary retention","Drowsiness, digestive disturbances, psychomotor disturbances, tachycardia, arrhythmias, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","Patients with severe liver dysfunction, heart problems and diabetes mellitus. Patients who are hypersensitive to the components of this drug"
462,"2, 5, 6, 10, 11",13,anakonidin obh syrup,konimex pharmaceutical laboratories,11,"Succus Liquiritae 100 mg, Paracetamol 120 mg, Ammonium Chloride 50 mg, Pseudoephedrine HCl 7.5 mg, Chlorpheniramine Maleate 1 mg","Use caution in patients with impaired liver and kidney function, hyperthyroidism and urinary retention","Drowsiness, digestive disturbances, psychomotor disturbances, tachycardia, arrhythmias, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","Patients with severe liver dysfunction, heart problems and diabetes mellitus. Patients who are hypersensitive to the components of this drug"
463,"2, 5, 6, 10, 11",14,anakonidin obh syrup,konimex pharmaceutical laboratories,11,"Succus Liquiritae 100 mg, Paracetamol 120 mg, Ammonium Chloride 50 mg, Pseudoephedrine HCl 7.5 mg, Chlorpheniramine Maleate 1 mg","Use caution in patients with impaired liver and kidney function, hyperthyroidism and urinary retention","Drowsiness, digestive disturbances, psychomotor disturbances, tachycardia, arrhythmias, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","Patients with severe liver dysfunction, heart problems and diabetes mellitus. Patients who are hypersensitive to the components of this drug"
464,"2, 5, 6, 10, 11",15,anakonidin obh syrup,konimex pharmaceutical laboratories,11,"Succus Liquiritae 100 mg, Paracetamol 120 mg, Ammonium Chloride 50 mg, Pseudoephedrine HCl 7.5 mg, Chlorpheniramine Maleate 1 mg","Use caution in patients with impaired liver and kidney function, hyperthyroidism and urinary retention","Drowsiness, digestive disturbances, psychomotor disturbances, tachycardia, arrhythmias, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","Patients with severe liver dysfunction, heart problems and diabetes mellitus. Patients who are hypersensitive to the components of this drug"
465,"2, 5, 6, 10, 11",16,anakonidin obh syrup,konimex pharmaceutical laboratories,17,"Succus Liquiritae 100 mg, Paracetamol 120 mg, Ammonium Chloride 50 mg, Pseudoephedrine HCl 7.5 mg, Chlorpheniramine Maleate 1 mg","Use caution in patients with impaired liver and kidney function, hyperthyroidism and urinary retention","Drowsiness, digestive disturbances, psychomotor disturbances, tachycardia, arrhythmias, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","Patients with severe liver dysfunction, heart problems and diabetes mellitus. Patients who are hypersensitive to the components of this drug"
466,"2, 5, 6, 10, 11",17,anakonidin obh syrup,konimex pharmaceutical laboratories,17,"Succus Liquiritae 100 mg, Paracetamol 120 mg, Ammonium Chloride 50 mg, Pseudoephedrine HCl 7.5 mg, Chlorpheniramine Maleate 1 mg","Use caution in patients with impaired liver and kidney function, hyperthyroidism and urinary retention","Drowsiness, digestive disturbances, psychomotor disturbances, tachycardia, arrhythmias, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","Patients with severe liver dysfunction, heart problems and diabetes mellitus. Patients who are hypersensitive to the components of this drug"
467,"2, 5, 6, 10, 11",18,anakonidin obh syrup,konimex pharmaceutical laboratories,17,"Succus Liquiritae 100 mg, Paracetamol 120 mg, Ammonium Chloride 50 mg, Pseudoephedrine HCl 7.5 mg, Chlorpheniramine Maleate 1 mg","Use caution in patients with impaired liver and kidney function, hyperthyroidism and urinary retention","Drowsiness, digestive disturbances, psychomotor disturbances, tachycardia, arrhythmias, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","Patients with severe liver dysfunction, heart problems and diabetes mellitus. Patients who are hypersensitive to the components of this drug"
468,"2, 5, 6, 10, 11",19,anakonidin obh syrup,konimex pharmaceutical laboratories,17,"Succus Liquiritae 100 mg, Paracetamol 120 mg, Ammonium Chloride 50 mg, Pseudoephedrine HCl 7.5 mg, Chlorpheniramine Maleate 1 mg","Use caution in patients with impaired liver and kidney function, hyperthyroidism and urinary retention","Drowsiness, digestive disturbances, psychomotor disturbances, tachycardia, arrhythmias, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","Patients with severe liver dysfunction, heart problems and diabetes mellitus. Patients who are hypersensitive to the components of this drug"
469,"2, 5, 6, 10, 11",20,anakonidin obh syrup,konimex pharmaceutical laboratories,17,"Succus Liquiritae 100 mg, Paracetamol 120 mg, Ammonium Chloride 50 mg, Pseudoephedrine HCl 7.5 mg, Chlorpheniramine Maleate 1 mg","Use caution in patients with impaired liver and kidney function, hyperthyroidism and urinary retention","Drowsiness, digestive disturbances, psychomotor disturbances, tachycardia, arrhythmias, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","Patients with severe liver dysfunction, heart problems and diabetes mellitus. Patients who are hypersensitive to the components of this drug"
470,"2, 5, 6, 10, 11",21,anakonidin obh syrup,konimex pharmaceutical laboratories,17,"Succus Liquiritae 100 mg, Paracetamol 120 mg, Ammonium Chloride 50 mg, Pseudoephedrine HCl 7.5 mg, Chlorpheniramine Maleate 1 mg","Use caution in patients with impaired liver and kidney function, hyperthyroidism and urinary retention","Drowsiness, digestive disturbances, psychomotor disturbances, tachycardia, arrhythmias, dry mouth, palpitations, urinary retention. The use of large doses and long-term cause liver damage.","Patients with severe liver dysfunction, heart problems and diabetes mellitus. Patients who are hypersensitive to the components of this drug"
471,"2, 6, 7, 23",15,ersylan syrup,kimia farma,8,Diphenhydramine Hydrochloride. Ammonium Chloride,First trimester pregnant,"Headache, drowsiness, nausea, vomiting, gastrointestinal disturbances",Consult with your doctor
472,"2, 6, 7, 23",16,ersylan syrup,kimia farma,8,Diphenhydramine Hydrochloride. Ammonium Chloride,First trimester pregnant,"Headache, drowsiness, nausea, vomiting, gastrointestinal disturbances",Consult with your doctor
473,"2, 6, 7, 23",17,ersylan syrup,kimia farma,8,Diphenhydramine Hydrochloride. Ammonium Chloride,First trimester pregnant,"Headache, drowsiness, nausea, vomiting, gastrointestinal disturbances",Consult with your doctor
474,"2, 6, 7, 23",18,ersylan syrup,kimia farma,8,Diphenhydramine Hydrochloride. Ammonium Chloride,First trimester pregnant,"Headache, drowsiness, nausea, vomiting, gastrointestinal disturbances",Consult with your doctor
475,"2, 6, 7, 23",19,ersylan syrup,kimia farma,8,Diphenhydramine Hydrochloride. Ammonium Chloride,First trimester pregnant,"Headache, drowsiness, nausea, vomiting, gastrointestinal disturbances",Consult with your doctor
476,"2, 6, 7, 23",20,ersylan syrup,kimia farma,8,Diphenhydramine Hydrochloride. Ammonium Chloride,First trimester pregnant,"Headache, drowsiness, nausea, vomiting, gastrointestinal disturbances",Consult with your doctor
477,"2, 6, 7, 23",21,ersylan syrup,kimia farma,8,Diphenhydramine Hydrochloride. Ammonium Chloride,First trimester pregnant,"Headache, drowsiness, nausea, vomiting, gastrointestinal disturbances",Consult with your doctor
478,"2, 6, 7, 10, 11",11,obh tropica extra kid,tropica mas pharmaceuntical,11,"Glycyrrhizae succus, Ammonium chloride, Pseudoephedrine hydrochloride, Chlorpheniramine maleate",History of allergy to any of the components of this drug. Patients with severe hypertension. Heart disease Diabetes mellitus Impaired liver function,"Drowsiness, Insomnia, Restlessness, Excitation, Tremor, Tachycardia, Arrhythmia, Dry mouth, Urinary retention, Nausea, Vomiting, Diarrhoea, Constipation, Palpitations","Hypersensitivity, severe hypertension, heart disease, diabetes mellitus, severe hepatic dysfunction"
479,"2, 6, 7, 10, 11",12,obh tropica extra kid,tropica mas pharmaceuntical,11,"Glycyrrhizae succus, Ammonium chloride, Pseudoephedrine hydrochloride, Chlorpheniramine maleate",History of allergy to any of the components of this drug. Patients with severe hypertension. Heart disease Diabetes mellitus Impaired liver function,"Drowsiness, Insomnia, Restlessness, Excitation, Tremor, Tachycardia, Arrhythmia, Dry mouth, Urinary retention, Nausea, Vomiting, Diarrhoea, Constipation, Palpitations","Hypersensitivity, severe hypertension, heart disease, diabetes mellitus, severe hepatic dysfunction"
480,"2, 6, 7, 10, 11",13,obh tropica extra kid,tropica mas pharmaceuntical,11,"Glycyrrhizae succus, Ammonium chloride, Pseudoephedrine hydrochloride, Chlorpheniramine maleate",History of allergy to any of the components of this drug. Patients with severe hypertension. Heart disease Diabetes mellitus Impaired liver function,"Drowsiness, Insomnia, Restlessness, Excitation, Tremor, Tachycardia, Arrhythmia, Dry mouth, Urinary retention, Nausea, Vomiting, Diarrhoea, Constipation, Palpitations","Hypersensitivity, severe hypertension, heart disease, diabetes mellitus, severe hepatic dysfunction"
481,"2, 6, 7, 10, 11",14,obh tropica extra kid,tropica mas pharmaceuntical,11,"Glycyrrhizae succus, Ammonium chloride, Pseudoephedrine hydrochloride, Chlorpheniramine maleate",History of allergy to any of the components of this drug. Patients with severe hypertension. Heart disease Diabetes mellitus Impaired liver function,"Drowsiness, Insomnia, Restlessness, Excitation, Tremor, Tachycardia, Arrhythmia, Dry mouth, Urinary retention, Nausea, Vomiting, Diarrhoea, Constipation, Palpitations","Hypersensitivity, severe hypertension, heart disease, diabetes mellitus, severe hepatic dysfunction"
482,"2, 6, 7, 10, 11",15,obh tropica extra kid,tropica mas pharmaceuntical,17,"Glycyrrhizae succus, Ammonium chloride, Pseudoephedrine hydrochloride, Chlorpheniramine maleate",History of allergy to any of the components of this drug. Patients with severe hypertension. Heart disease Diabetes mellitus Impaired liver function,"Drowsiness, Insomnia, Restlessness, Excitation, Tremor, Tachycardia, Arrhythmia, Dry mouth, Urinary retention, Nausea, Vomiting, Diarrhoea, Constipation, Palpitations","Hypersensitivity, severe hypertension, heart disease, diabetes mellitus, severe hepatic dysfunction"
483,"2, 6, 7, 10, 11",16,obh tropica extra kid,tropica mas pharmaceuntical,17,"Glycyrrhizae succus, Ammonium chloride, Pseudoephedrine hydrochloride, Chlorpheniramine maleate",History of allergy to any of the components of this drug. Patients with severe hypertension. Heart disease Diabetes mellitus Impaired liver function,"Drowsiness, Insomnia, Restlessness, Excitation, Tremor, Tachycardia, Arrhythmia, Dry mouth, Urinary retention, Nausea, Vomiting, Diarrhoea, Constipation, Palpitations","Hypersensitivity, severe hypertension, heart disease, diabetes mellitus, severe hepatic dysfunction"
484,"2, 6, 7, 10, 11",17,obh tropica extra kid,tropica mas pharmaceuntical,17,"Glycyrrhizae succus, Ammonium chloride, Pseudoephedrine hydrochloride, Chlorpheniramine maleate",History of allergy to any of the components of this drug. Patients with severe hypertension. Heart disease Diabetes mellitus Impaired liver function,"Drowsiness, Insomnia, Restlessness, Excitation, Tremor, Tachycardia, Arrhythmia, Dry mouth, Urinary retention, Nausea, Vomiting, Diarrhoea, Constipation, Palpitations","Hypersensitivity, severe hypertension, heart disease, diabetes mellitus, severe hepatic dysfunction"
485,"2, 6, 7, 10, 11",18,obh tropica extra kid,tropica mas pharmaceuntical,17,"Glycyrrhizae succus, Ammonium chloride, Pseudoephedrine hydrochloride, Chlorpheniramine maleate",History of allergy to any of the components of this drug. Patients with severe hypertension. Heart disease Diabetes mellitus Impaired liver function,"Drowsiness, Insomnia, Restlessness, Excitation, Tremor, Tachycardia, Arrhythmia, Dry mouth, Urinary retention, Nausea, Vomiting, Diarrhoea, Constipation, Palpitations","Hypersensitivity, severe hypertension, heart disease, diabetes mellitus, severe hepatic dysfunction"
486,"2, 6, 7, 10, 11",19,obh tropica extra kid,tropica mas pharmaceuntical,17,"Glycyrrhizae succus, Ammonium chloride, Pseudoephedrine hydrochloride, Chlorpheniramine maleate",History of allergy to any of the components of this drug. Patients with severe hypertension. Heart disease Diabetes mellitus Impaired liver function,"Drowsiness, Insomnia, Restlessness, Excitation, Tremor, Tachycardia, Arrhythmia, Dry mouth, Urinary retention, Nausea, Vomiting, Diarrhoea, Constipation, Palpitations","Hypersensitivity, severe hypertension, heart disease, diabetes mellitus, severe hepatic dysfunction"
487,"2, 6, 7, 10, 11",20,obh tropica extra kid,tropica mas pharmaceuntical,17,"Glycyrrhizae succus, Ammonium chloride, Pseudoephedrine hydrochloride, Chlorpheniramine maleate",History of allergy to any of the components of this drug. Patients with severe hypertension. Heart disease Diabetes mellitus Impaired liver function,"Drowsiness, Insomnia, Restlessness, Excitation, Tremor, Tachycardia, Arrhythmia, Dry mouth, Urinary retention, Nausea, Vomiting, Diarrhoea, Constipation, Palpitations","Hypersensitivity, severe hypertension, heart disease, diabetes mellitus, severe hepatic dysfunction"
488,"2, 6, 7, 10, 11",21,obh tropica extra kid,tropica mas pharmaceuntical,17,"Glycyrrhizae succus, Ammonium chloride, Pseudoephedrine hydrochloride, Chlorpheniramine maleate",History of allergy to any of the components of this drug. Patients with severe hypertension. Heart disease Diabetes mellitus Impaired liver function,"Drowsiness, Insomnia, Restlessness, Excitation, Tremor, Tachycardia, Arrhythmia, Dry mouth, Urinary retention, Nausea, Vomiting, Diarrhoea, Constipation, Palpitations","Hypersensitivity, severe hypertension, heart disease, diabetes mellitus, severe hepatic dysfunction"
489,"2, 5, 6, 10, 11, 19",16,flutamol syrup,pyridam,17,"Paracetamol 125 mg, glyceryl guaiacolate 12.5 mg, phenylpropanolamine HCl 3.5 mg, chlorpheniramine maleate 0.5 mg, vit C 25 mg","Do not drive or operate machinery. Pregnant, lactating. Children  more than 12 years (capsule), children less than 6 years (syrup)","Nausea, vomiting, constipation","Liver and kidney disorders, hypertension, glaucoma, DM, heart problems, hyperthyroidism"
490,"2, 5, 6, 10, 11, 19",17,flutamol syrup,pyridam,17,"Paracetamol 125 mg, glyceryl guaiacolate 12.5 mg, phenylpropanolamine HCl 3.5 mg, chlorpheniramine maleate 0.5 mg, vit C 25 mg","Do not drive or operate machinery. Pregnant, lactating. Children  more than 12 years (capsule), children less than 6 years (syrup)","Nausea, vomiting, constipation","Liver and kidney disorders, hypertension, glaucoma, DM, heart problems, hyperthyroidism"
491,"2, 5, 6, 10, 11, 19",18,flutamol syrup,pyridam,17,"Paracetamol 125 mg, glyceryl guaiacolate 12.5 mg, phenylpropanolamine HCl 3.5 mg, chlorpheniramine maleate 0.5 mg, vit C 25 mg","Do not drive or operate machinery. Pregnant, lactating. Children  more than 12 years (capsule), children less than 6 years (syrup)","Nausea, vomiting, constipation","Liver and kidney disorders, hypertension, glaucoma, DM, heart problems, hyperthyroidism"
492,"2, 5, 6, 10, 11, 19",19,flutamol syrup,pyridam,17,"Paracetamol 125 mg, glyceryl guaiacolate 12.5 mg, phenylpropanolamine HCl 3.5 mg, chlorpheniramine maleate 0.5 mg, vit C 25 mg","Do not drive or operate machinery. Pregnant, lactating. Children  more than 12 years (capsule), children less than 6 years (syrup)","Nausea, vomiting, constipation","Liver and kidney disorders, hypertension, glaucoma, DM, heart problems, hyperthyroidism"
493,"2, 5, 6, 10, 11, 19",20,flutamol syrup,pyridam,17,"Paracetamol 125 mg, glyceryl guaiacolate 12.5 mg, phenylpropanolamine HCl 3.5 mg, chlorpheniramine maleate 0.5 mg, vit C 25 mg","Do not drive or operate machinery. Pregnant, lactating. Children  more than 12 years (capsule), children less than 6 years (syrup)","Nausea, vomiting, constipation","Liver and kidney disorders, hypertension, glaucoma, DM, heart problems, hyperthyroidism"
494,"2, 5, 6, 10, 11, 19",21,flutamol syrup,pyridam,17,"Paracetamol 125 mg, glyceryl guaiacolate 12.5 mg, phenylpropanolamine HCl 3.5 mg, chlorpheniramine maleate 0.5 mg, vit C 25 mg","Do not drive or operate machinery. Pregnant, lactating. Children  more than 12 years (capsule), children less than 6 years (syrup)","Nausea, vomiting, constipation","Liver and kidney disorders, hypertension, glaucoma, DM, heart problems, hyperthyroidism"
495,2,11,hufadryl expectorant,gratia husada farma,8,Diphenhydramine HCI 13 mg Ammonium Chloride 125 mg Sodium Citrate 50 mg Menthol1 mg Alkohol 1 %,"Store in a cool and dry place, avoid exposure to direct sunlight","Drowsiness, Hypersensitivity, Nausea, Vomiting, Diarrhoea, Itching, Skin Rash, Swelling around the face area","History of hypersensitivity to the ingredients of Hufadryl, History of asthma, angle-closure glaucoma, porphyria, prostatic hypertrophy, peptic ulcer, bladder neck obstruction, premature and breast-feeding newborns"
496,2,12,hufadryl expectorant,gratia husada farma,8,Diphenhydramine HCI 13 mg Ammonium Chloride 125 mg Sodium Citrate 50 mg Menthol1 mg Alkohol 1 %,"Store in a cool and dry place, avoid exposure to direct sunlight","Drowsiness, Hypersensitivity, Nausea, Vomiting, Diarrhoea, Itching, Skin Rash, Swelling around the face area","History of hypersensitivity to the ingredients of Hufadryl, History of asthma, angle-closure glaucoma, porphyria, prostatic hypertrophy, peptic ulcer, bladder neck obstruction, premature and breast-feeding newborns"
497,2,13,hufadryl expectorant,gratia husada farma,8,Diphenhydramine HCI 13 mg Ammonium Chloride 125 mg Sodium Citrate 50 mg Menthol1 mg Alkohol 1 %,"Store in a cool and dry place, avoid exposure to direct sunlight","Drowsiness, Hypersensitivity, Nausea, Vomiting, Diarrhoea, Itching, Skin Rash, Swelling around the face area","History of hypersensitivity to the ingredients of Hufadryl, History of asthma, angle-closure glaucoma, porphyria, prostatic hypertrophy, peptic ulcer, bladder neck obstruction, premature and breast-feeding newborns"
498,2,14,hufadryl expectorant,gratia husada farma,8,Diphenhydramine HCI 13 mg Ammonium Chloride 125 mg Sodium Citrate 50 mg Menthol1 mg Alkohol 1 %,"Store in a cool and dry place, avoid exposure to direct sunlight","Drowsiness, Hypersensitivity, Nausea, Vomiting, Diarrhoea, Itching, Skin Rash, Swelling around the face area","History of hypersensitivity to the ingredients of Hufadryl, History of asthma, angle-closure glaucoma, porphyria, prostatic hypertrophy, peptic ulcer, bladder neck obstruction, premature and breast-feeding newborns"
499,2,15,hufadryl expectorant,gratia husada farma,8,Diphenhydramine HCI 13 mg Ammonium Chloride 125 mg Sodium Citrate 50 mg Menthol1 mg Alkohol 1 %,"Store in a cool and dry place, avoid exposure to direct sunlight","Drowsiness, Hypersensitivity, Nausea, Vomiting, Diarrhoea, Itching, Skin Rash, Swelling around the face area","History of hypersensitivity to the ingredients of Hufadryl, History of asthma, angle-closure glaucoma, porphyria, prostatic hypertrophy, peptic ulcer, bladder neck obstruction, premature and breast-feeding newborns"
500,2,16,hufadryl expectorant,gratia husada farma,11,Diphenhydramine HCI 13 mg Ammonium Chloride 125 mg Sodium Citrate 50 mg Menthol1 mg Alkohol 1 %,"Store in a cool and dry place, avoid exposure to direct sunlight","Drowsiness, Hypersensitivity, Nausea, Vomiting, Diarrhoea, Itching, Skin Rash, Swelling around the face area","History of hypersensitivity to the ingredients of Hufadryl, History of asthma, angle-closure glaucoma, porphyria, prostatic hypertrophy, peptic ulcer, bladder neck obstruction, premature and breast-feeding newborns"
501,2,17,hufadryl expectorant,gratia husada farma,11,Diphenhydramine HCI 13 mg Ammonium Chloride 125 mg Sodium Citrate 50 mg Menthol1 mg Alkohol 1 %,"Store in a cool and dry place, avoid exposure to direct sunlight","Drowsiness, Hypersensitivity, Nausea, Vomiting, Diarrhoea, Itching, Skin Rash, Swelling around the face area","History of hypersensitivity to the ingredients of Hufadryl, History of asthma, angle-closure glaucoma, porphyria, prostatic hypertrophy, peptic ulcer, bladder neck obstruction, premature and breast-feeding newborns"
502,2,18,hufadryl expectorant,gratia husada farma,11,Diphenhydramine HCI 13 mg Ammonium Chloride 125 mg Sodium Citrate 50 mg Menthol1 mg Alkohol 1 %,"Store in a cool and dry place, avoid exposure to direct sunlight","Drowsiness, Hypersensitivity, Nausea, Vomiting, Diarrhoea, Itching, Skin Rash, Swelling around the face area","History of hypersensitivity to the ingredients of Hufadryl, History of asthma, angle-closure glaucoma, porphyria, prostatic hypertrophy, peptic ulcer, bladder neck obstruction, premature and breast-feeding newborns"
503,2,19,hufadryl expectorant,gratia husada farma,11,Diphenhydramine HCI 13 mg Ammonium Chloride 125 mg Sodium Citrate 50 mg Menthol1 mg Alkohol 1 %,"Store in a cool and dry place, avoid exposure to direct sunlight","Drowsiness, Hypersensitivity, Nausea, Vomiting, Diarrhoea, Itching, Skin Rash, Swelling around the face area","History of hypersensitivity to the ingredients of Hufadryl, History of asthma, angle-closure glaucoma, porphyria, prostatic hypertrophy, peptic ulcer, bladder neck obstruction, premature and breast-feeding newborns"
